"ARN","Name","EminenceScore"
"538","Giambattista Dal Piaz","53.25"
"844","Franklin Orth","53.25"
"1034","Eva Magni","53.25"
"1063","Naomi W. Randall","53.25"
"1392","Paul K. Keene","53.25"
"1759","Pia Maria of Orléans-Braganza","53.25"
"2330","Lawrence J. Giacoletto","53.25"
"2525","Jim Gillette","53.25"
"2663","Harry Yee","53.25"
"3034","Oran Henderson","53.25"
"3085","Ted Tsukiyama","53.25"
"3969","George K. Schweitzer","53.25"
"4127","Patricia Morán","53.25"
"4558","Suzanne Sarroca","53.25"
"5310","Michel Celaya","53.25"
"5394","Luigi Vannucchi","53.25"
"5429","Gilbert Desmet","53.25"
"5523","Bert Seabourn","53.25"
"1244","Harold Falls","53.00"
"1468","Rudolf Zipkes","53.00"
"368","Henning Mørland","53.00"
"421","Reidar Bruu","53.00"
"20","Line Noro","53.00"
"148","Ørnulv Ødegård","53.00"
"338","Paul Anxionnaz","53.00"
"387","Léo Pétillon","53.00"
"402","Heinz Borchers","53.00"
"480","David Kalākaua Kawānanakoa","53.00"
"682","Colette Darfeuil","53.00"
"701","Robert Bourdon","53.00"
"721","Frederic Prokosch","53.00"
"1326","Doris Gibson","53.00"
"1364","Gloria Schoemann","53.00"
"1416","Rosa Bouglione","53.00"
"1447","Andreas Aabel","53.00"
"1512","Charlotte Serber","53.00"
"1582","Bernard Saint-Hillier","53.00"
"1610","Betty Wason","53.00"
"2297","Lynne Carver","53.00"
"2333","John Forfar","53.00"
"2395","Víctor Alcocer","53.00"
"2448","Donald L. Custis","53.00"
"2521","John Hart","53.00"
"2574","Mario Feliciani","53.00"
"2846","Armando Francioli","53.00"
"2908","Annæus Jr. Schjødt","53.00"
"3025","Olympe Bradna","53.00"
"3033","Bill Steger","53.00"
"3662","Harold G. Epperson","53.00"
"5129","Margarita Carrera","53.00"
"5990","Ted Sr. Karras","53.00"
"6035","Jesse Whittenton","53.00"
"8306","Geneton Moraes Neto","53.00"
"9786","Joana Neves","52.75"
"1289","Ted Wassmer","52.75"
"1000","Robert Bloom","52.75"
"1327","Howard C. Petersen","52.75"
"1723","Kenneth Bergquist","52.75"
"1847","Jesse Curry","52.75"
"1879","Tony DeSantis","52.75"
"1977","George Washington III Vanderbilt","52.75"
"2079","Ana González","52.75"
"2239","Søren Christian Sommerfelt","52.75"
"2304","Zollie Volchok","52.75"
"2814","Carlo Mazzarella","52.75"
"2958","Per Jorsett","52.75"
"3127","John Olguin","52.75"
"3153","Francis M. Gibbons","52.75"
"3873","Ruth Freitag","52.75"
"4841","Jacques Dupont","52.75"
"4978","Alma Rosa Aguirre","52.75"
"5468","Jerry Hilgenberg","52.75"
"5497","Grant M. Wilson","52.75"
"5970","Rac Slider","52.75"
"6739","Toppen Bech","52.75"
"8014","Dominique Dropsy","52.75"
"1169","James Coe","52.50"
"1666","Gladys Raknerud","52.50"
"291","Ester Horn","52.50"
"33","Hernán Alessandri","52.50"
"179","David Arellano","52.50"
"237","Daniel Lecourtois","52.50"
"304","Hugo Schrader","52.50"
"855","John Hampton","52.50"
"861","Laura Carli","52.50"
"996","Samuel Preston Bayard","52.50"
"1164","Juan Vicente Pérez","52.50"
"1269","Géry Leuliet","52.50"
"1386","Samuel Bookatz","52.50"
"1539","Yvan Craipeau","52.50"
"3081","Dino Origlia","52.50"
"3135","Wanda Heger","52.50"
"3409","Gloria Niemeyer Francke","52.50"
"3725","Bernard V. Vonderschmitt","52.50"
"4315","Louis Velle","52.50"
"4698","Narciso Parigi","52.50"
"5577","Don Leppert","52.50"
"5591","Red Cashion","52.50"
"5755","Sergio Brighenti","52.50"
"5954","Claude Courchay","52.50"
"6203","Arnaud Geyre","52.50"
"6347","Buddy Werner","52.50"
"6525","Dave Gunther","52.50"
"6714","Roberto Frota","52.50"
"6545","James Polk","52.33"
"1098","Arne Sr. Blystad","52.25"
"1293","Ben Boswell","52.25"
"2060","Frank Bykowski","52.25"
"2158","Vinnie Smith","52.25"
"1233","Hank Reese","52.25"
"1488","A. J. Carpenter","52.25"
"1559","Pug Southerland","52.25"
"907","Odd Grønvold","52.25"
"4","Marcel Gobillot","52.25"
"337","Emil Lohkamp","52.25"
"610","René Bondoux","52.25"
"738","Kendall D. Garff","52.25"
"901","Georges Glasser","52.25"
"1311","Arthur Dake","52.25"
"1356","Guy Lazorthes","52.25"
"1459","Hugh Rodham","52.25"
"1576","Denny Galehouse","52.25"
"1604","Jacques Corrèze","52.25"
"1917","Leroy Edwards","52.25"
"1920","Roberta Crenshaw","52.25"
"1945","Colette Maze","52.25"
"2547","Elsa Rastad Bråten","52.25"
"2706","William Brenton Boggs","52.25"
"2881","Anne-Sofie Østvedt","52.25"
"3011","Adolphe-Marie Hardy","52.25"
"3082","Seaborn Jr. Buckalew","52.25"
"3805","Wendell Wise Jr. Mayes","52.25"
"4887","Dominique Colonna","52.25"
"5020","Joe "Pegleg" Morgan","52.25"
"5155","Ray Renfro","52.25"
"5350","Brian Barnett Duff","52.25"
"5372","Sverre M. Fjelstad","52.25"
"5667","François Moncla","52.25"
"6530","Wayne Schurr","52.25"
"1385","Peter Radacher","52.00"
"724","Walter Lieck","52.00"
"250","Louisa Ghijs","52.00"
"267","Jørgen Fredrik Ording","52.00"
"378","Mino Doro","52.00"
"1033","Rudi Schneider","52.00"
"1206","David III Stern","52.00"
"1709","Glenn Roberts","52.00"
"1765","Amedeo Pariante","52.00"
"2002","Raymond Fernandez","52.00"
"2037","Germán Rieckehoff Sampayo","52.00"
"2378","Joseph W. Dailey","52.00"
"2405","Elmer Gedeon","52.00"
"2587","William T. Moore","52.00"
"3017","Thomas B. Warren","52.00"
"3100","Maury Jr. Maverick","52.00"
"3677","Sherwood Bailey","52.00"
"3751","Emile Hemmen","52.00"
"3772","Edward Brinton","52.00"
"3837","Joe Adams","52.00"
"4175","Paul W. Whear","52.00"
"4385","Dixie Evans","52.00"
"4915","Ardico Magnini","52.00"
"5516","Jules Harlow","52.00"
"2118","Per Teigen","51.75"
"754","Dick Barrett","51.75"
"1236","John Doehring","51.75"
"489","Akarova","51.75"
"1132","Elizabeth Fetzer Bates","51.75"
"1549","Félix Lévitan","51.75"
"1744","Saro Urzi","51.75"
"1880","William N. Oatis","51.75"
"2068","Paul Naudon","51.75"
"2459","Carlos González Nova","51.75"
"2503","Kenneth H. Wood","51.75"
"2526","Flora Arca Mata","51.75"
"2533","Evelyn Knight","51.75"
"2717","Dorothy Morrison","51.75"
"2981","Pedro Cano","51.75"
"3111","Jean-Jacques Bernier","51.75"
"3874","Jack Woolf","51.75"
"4019","Edmond Abelé","51.75"
"4338","Nell Soto","51.75"
"5321","Alfred Balk","51.75"
"6304","Nataniela De Micheli","51.75"
"6703","Rolf Wolfsohl","51.75"
"5335","Daisy Lumini","51.67"
"9955","Campbell Gillies","51.50"
"10210","Maddy Cusack","51.50"
"1683","Gunnvor Advocaat","51.50"
"2379","Bart Quinn","51.50"
"1090","Birger Sørensen","51.50"
"1448","Knut Kolstad","51.50"
"1023","Håkon Solem","51.50"
"805","Gunnar Kaspersen","51.50"
"161","Alexander Schultz","51.50"
"236","Agnès Souret","51.50"
"442","Noémie Pérugia","51.50"
"573","Edgar Whitehead","51.50"
"818","Tony Willman","51.50"
"927","Giuseppe Peruchetti","51.50"
"1256","Odd Brochmann","51.50"
"1585","Federico Borrell","51.50"
"1636","Louis-René Nougier","51.50"
"1842","Ernie Fraze","51.50"
"2044","Watson B. III Duncan","51.50"
"2183","Louis Simonneaux","51.50"
"2302","John Townsend","51.50"
"2344","Michel Mondésert","51.50"
"2419","John Robert Russell","51.50"
"2465","Antonio Basurto","51.50"
"2610","Kenje Ogata","51.50"
"2631","James M. Jr. Wilson","51.50"
"2707","Herm Schaefer","51.50"
"2984","Lassie Lou Ahern","51.50"
"3079","Hank Anderson","51.50"
"3102","Fred E. Jr. Haynes","51.50"
"3267","Terkel Rosenqvist","51.50"
"3385","Harry J. Michael","51.50"
"4382","Lawrence Donald Soens","51.50"
"4778","Keith Botsford","51.50"
"5221","Carl McNulty","51.50"
"5836","Norman Yemm","51.50"
"6058","Mirko Pavinato","51.50"
"6092","Tino Schirinzi","51.50"
"6608","Bob Locker","51.50"
"403","Francis Cleveland","51.25"
"546","Radie Harris","51.25"
"842","Arne Johnson","51.25"
"847","Carsten Winger","51.25"
"1147","Dorothy Misener Jurney","51.25"
"1489","Edvard Heiberg","51.25"
"1653","Robert Levin","51.25"
"1687","Frank W. Lewis","51.25"
"1998","Robert Kessler","51.25"
"2543","Mun Charn Wong","51.25"
"3146","Solon Barnett","51.25"
"3159","Knut Lindaas","51.25"
"4052","Eskild Jensen","51.25"
"5518","Joseph Thomin","51.25"
"5557","Larry Strickland","51.25"
"6710","Paul Genevay","51.25"
"62","Ella van Heemstra","51.00"
"517","Werner Schlichting","51.00"
"836","Ray Kemp","51.00"
"923","Nello Baglini","51.00"
"975","John H. Dent","51.00"
"1288","Ralph Dills","51.00"
"1601","Roy Sullivan","51.00"
"1626","Jean Buhan","51.00"
"1663","Geneviève Sorya","51.00"
"1726","D. Bailey Merrill","51.00"
"1881","Ruby Wright","51.00"
"2255","M. Parker Givens","51.00"
"2376","Meg Wyllie","51.00"
"2577","Vern Olsen","51.00"
"2830","Ulf Aas","51.00"
"3527","Russell W. Kruse","51.00"
"3758","Joe Brooks","51.00"
"4649","Nick Fotion","51.00"
"4776","George Roberts","51.00"
"4853","Marcos Calderón","51.00"
"4989","Ryne Duren","51.00"
"5000","Billy Lee","51.00"
"5589","Otilia Larrañaga","51.00"
"43","Michel Duran","50.75"
"375","André-Marie Trémeaud","50.75"
"507","Heinrich Harmjanz","50.75"
"592","Ursula von Wiese","50.75"
"1357","André Patou","50.75"
"1464","Joseph Harold Rush","50.75"
"3150","Robert O. Lesher","50.75"
"3180","Henry Scholberg","50.75"
"3241","Joseph Kremer","50.75"
"3764","Noël Vandernotte","50.75"
"4526","Hugo Avendaño","50.75"
"4567","Dan Cordtz","50.75"
"4863","Thurman Jr. Adams","50.75"
"5107","Curt Roberts","50.75"
"5149","Forest Etheredge","50.75"
"2940","Charles W. Akers","50.67"
"2388","Walker Cress","50.50"
"160","Andrée Brabant","50.50"
"299","Ava Astor","50.50"
"566","Armand Apell","50.50"
"584","Danièle Parola","50.50"
"675","Jean Weber","50.50"
"714","Heinrich Wilhelmi","50.50"
"791","Tony Piet","50.50"
"815","Frances Dade","50.50"
"1061","Ery Bos","50.50"
"1188","Michèle Verly","50.50"
"2365","Tor Aspengren","50.50"
"2536","Paul Saunders","50.50"
"3234","Barney Liddell","50.50"
"3418","Margaret Field","50.50"
"3791","Ray Vasquez","50.50"
"2780","Joe McQueen","50.33"
"4911","Bob Schnelker","50.33"
"2634","Egmont Prinz zur Lippe-Weißenfeld","50.33"
"4726","George E. Collins","50.33"
"9293","Yasmine Belmadi","50.33"
"31","Harald Brager-Nielsen","50.25"
"91","Ruth Krefting","50.25"
"567","Constance Richardson","50.25"
"1015","Henri Daniel Rathgeber","50.25"
"1264","Josephine McKim","50.25"
"1291","Ted Horn","50.25"
"1362","Faith Bacon","50.25"
"1659","Arne Durban","50.25"
"1731","Mario Zatelli","50.25"
"1859","Lorenzo Hoopes","50.25"
"2265","Richard Overton Hunziker","50.25"
"2375","Fredrik Mellbye","50.25"
"2640","Eleanor Keaton","50.25"
"3463","Dorothea Church","50.25"
"3549","Eddie Locke","50.25"
"3671","Jacques Famery","50.25"
"4262","Edith MacArthur","50.25"
"4348","Carlton Carpenter","50.25"
"4574","Duane Tatro","50.25"
"4579","Douglass Parker","50.25"
"5178","Richard Coons","50.25"
"5558","Antoine Bonifaci","50.25"
"6772","Sante Gaiardoni","50.25"
"560","Ventura Alonzo","50.00"
"1433","André Storelli","50.00"
"2084","Larry Kelley","50.00"
"2211","Evelyn Finley","50.00"
"3408","Alfonso Montemayor","50.00"
"3555","Walter Miller","50.00"
"3789","Eloise Jelinek","50.00"
"4252","Egisto Pandolfini","50.00"
"4358","Dan Edwards","50.00"
"5094","Lois Geary","50.00"
"5214","R. F. Lucchetti","50.00"
"5489","Jerry Norton","50.00"
"5676","Dick Farley","50.00"
"5777","Gus Franklin Mutscher","50.00"
"5846","Florence Buhr","50.00"
"6091","Bob Turner","50.00"
"50","Hélène Darly","49.75"
"103","Juvencio Valle","49.75"
"136","Erich Fiedler","49.75"
"172","Walter Fyrst","49.75"
"449","Per Rom","49.75"
"458","Ramiro Prialé","49.75"
"661","Herbert M. Hamblen","49.75"
"912","Flower Hujer","49.75"
"1009","Mary McAllister","49.75"
"1028","Frank Schwable","49.75"
"1060","Roger Beaufrand","49.75"
"1165","Orville Mohler","49.75"
"1651","Dave O'Brien","49.75"
"1661","Raymonde Allain","49.75"
"2529","Frances John Minton","49.75"
"3038","Maxine North","49.75"
"3214","Dorothy Mengering","49.75"
"3258","Marjorie Stapp","49.75"
"3586","Lori March","49.75"
"4910","Pat O'Connor","49.75"
"5494","Gaetano Azzolina","49.75"
"6023","Sissy Thurman","49.75"
"6547","Pierre Alard","49.75"
"216","Jean Loubignac","49.50"
"662","Henri Malartre","49.50"
"688","Yvette Labrousse","49.50"
"987","Warren Ingersoll","49.50"
"1105","Purv Pullen","49.50"
"1411","Augustin Jordan","49.50"
"1942","Jan Roëde","49.50"
"2171","Mary Fink","49.50"
"2251","Chuck Bodak","49.50"
"2308","Alfred Califice","49.50"
"2696","Dale Morey","49.50"
"3951","Aina Thiis Leirdal","49.50"
"4791","Herb Adams","49.50"
"5619","Richard Boucher","49.50"
"6773","Willy Vanden Berghen","49.50"
"5428","Dorian Gray","49.33"
"5993","Robert Meeks","49.33"
"133","Odilon-Jean Périer","49.25"
"631","Martin Mehren","49.25"
"1078","Ernst Bartholomé","49.25"
"1182","Marcel Meys","49.25"
"1324","Martin Kottler","49.25"
"1760","Mary C. Thompson","49.25"
"1982","Tommy Fine","49.25"
"2187","Erik Heiberg","49.25"
"2386","Georg Kristiansen","49.25"
"2466","Ed Walker","49.25"
"2977","Lonnie R. Moore","49.25"
"5052","Lode Wouters","49.25"
"5092","Billy Maxwell","49.25"
"5223","Cesarino Cervellati","49.25"
"6400","Jim Brock","49.25"
"328","Harald Lie","49.00"
"461","Jean de Beaumont","49.00"
"833","Hans Eng","49.00"
"859","Maybelle Reichardt","49.00"
"863","Fenton Jones","49.00"
"1415","Francisque Collomb","49.00"
"2053","Nick Strincevich","49.00"
"2236","Geneviève Callerot","49.00"
"2438","Judson Crews","49.00"
"2464","Jayne Walton Rosen","49.00"
"2757","Ingeborg von Hanno","49.00"
"2850","Romay Davis","49.00"
"2874","Ken Trinkle","49.00"
"3005","Eddie Kazak","49.00"
"3012","Rolf Hansen","49.00"
"3670","Mary Jane Odell","49.00"
"3702","Emil Sitko","49.00"
"5415","Dick Tomanek","49.00"
"5628","Raymond Biaussat","49.00"
"8393","Quick Parker","49.00"
"4395","Tom Keane","49.00"
"467","Franz Büchler","48.75"
"532","Aldo Sestini","48.75"
"757","Wilson Myers","48.75"
"770","Ruth Hellberg","48.75"
"792","C. Stowe Myers","48.75"
"1042","Henri Ingrand","48.75"
"1082","Louis Versyp","48.75"
"1277","Mae Giraci","48.75"
"1409","André Boite","48.75"
"1538","Sally Sweetland","48.75"
"1644","Don Veller","48.75"
"1871","Arsène Mersch","48.75"
"2149","Red Borom","48.75"
"2260","Mac Morgan","48.75"
"2925","Finn Ferner","48.75"
"3278","Earl Stewart","48.75"
"3481","Babe Dimancheff","48.75"
"5349","Mary Baumgartner","48.75"
"7059","Ken Reed","48.75"
"6283","Bernard Monnereau","48.67"
"9118","John Salvi","48.67"
"4048","Faye Dancer","48.67"
"60","Maurice Montel","48.50"
"112","Eugénie Dauzat","48.50"
"327","Walter Götze","48.50"
"1112","Saturnino De la Fuente","48.50"
"1211","Eugène Guibaud","48.50"
"1401","Julia Verhaeghe","48.50"
"1693","Frank Oceak","48.50"
"1855","Cecilia Miranda de Carvalho","48.50"
"1966","Antoine de La Panouse","48.50"
"2000","Mamo Clark","48.50"
"2075","Robert Kellard","48.50"
"2083","Chuck Cabot","48.50"
"2099","Aaron Robinson","48.50"
"2136","Leroy Nash","48.50"
"2140","Frank Patrick","48.50"
"2203","Jørn Ording","48.50"
"2267","Dorothy Olsen","48.50"
"2307","Jimmy McClure","48.50"
"2485","Don Marion Davis","48.50"
"2621","Alexa Suelzer","48.50"
"2691","Tom Fouts","48.50"
"3307","Lynn Merrick","48.50"
"3326","Betty Jane Watson","48.50"
"3458","Dorothy Ziegler","48.50"
"3507","Marcia Yockey","48.50"
"3674","Tom Hennesy","48.50"
"5029","Robert Varnajo","48.50"
"5081","Finn Hald","48.50"
"5537","Frode Kristoffersen","48.50"
"6657","Segundo Galicia Sánchez","48.50"
"6831","Jack Kiefer","48.50"
"5057","Skip E. Lowe","48.33"
"5707","Donny MacLeod","48.33"
"8145","Hipólito Chaiña","48.33"
"9249","José Medellín","48.33"
"4399","George H. Jr. O'Brien","48.33"
"427","Wim Tap","48.25"
"884","Mona Rico","48.25"
"1027","Susan Laird","48.25"
"1039","Peggy Solomon","48.25"
"1828","Diana Torrieri","48.25"
"2116","Eve Newman","48.25"
"2271","Denise Bosc","48.25"
"2794","Bernard Akana","48.25"
"2991","Robert Marcy","48.25"
"3140","Émile Bongiorni","48.25"
"5575","Arturo Woodman","48.25"
"22","Martin Magner","48.00"
"35","Vilhelm Lund","48.00"
"141","Marie Brudieux","48.00"
"151","Eli Nissen","48.00"
"163","Charles Brunier","48.00"
"164","Ernesto Chaparro","48.00"
"410","Charlotte Eisenblätter","48.00"
"1372","Billy Myers","48.00"
"1502","E. W. Etchells","48.00"
"1813","Elwood Cooke","48.00"
"1852","Larry Russell","48.00"
"1913","Dick Plasman","48.00"
"2147","Jules Bigot","48.00"
"2220","Wade Ray","48.00"
"2461","Loretta King","48.00"
"2496","Tor Stenersen","48.00"
"2906","Chips Sobek","48.00"
"2987","Petra Allende","48.00"
"3165","Tommy Brown","48.00"
"3346","Gerry Day","48.00"
"3374","Gus Doerner","48.00"
"3613","George Terlep","48.00"
"3736","Vitamin Smith","48.00"
"4170","Spook Jacobs","48.00"
"4426","Rosario Gálvez","48.00"
"4473","Martha Blackman","48.00"
"4794","Margo Woode","48.00"
"4909","Wayne Hansen","48.00"
"4917","Jan Halvorsen","48.00"
"5634","Mickey Sullivan","48.00"
"5654","Gerald Nesbitt","48.00"
"1069","Tomás Morales Pérez","47.75"
"1216","Ervin J. Ryczek","47.75"
"1376","Tom Anderson","47.75"
"1380","Adam Perez Diaz","47.75"
"2196","Steve Belko","47.75"
"2244","Louis Crump","47.75"
"2638","John L. Cason","47.75"
"2669","Bob Dro","47.75"
"2899","Roy McKay","47.75"
"2927","Earl Hogan","47.75"
"3055","Bob Reinhard","47.75"
"3056","Hal Prescott","47.75"
"3390","Chuck Bowles","47.75"
"3553","Doyle Cofer","47.75"
"3594","Wayne Pomeroy","47.75"
"4208","Stan Hollmig","47.75"
"5194","Val Joe Walker","47.75"
"5332","Marv Brown","47.75"
"5543","Leo Rucka","47.75"
"4836","Erv Wilson","47.67"
"769","Georges Massard","47.50"
"1013","Louis Joseph Kirn","47.50"
"1400","Joe Beggs","47.50"
"1656","Jean Rigaud","47.50"
"1987","Oliver deGray Vanderbilt","47.50"
"2067","Oscar Grimes","47.50"
"2069","Roy Staley","47.50"
"2111","George Dickey","47.50"
"2719","Gordon Wren","47.50"
"2740","Carl Mortensen","47.50"
"2804","Stu Clarkson","47.50"
"4228","Bill Schroll","47.50"
"4274","Bjørn A. Larsen","47.50"
"4827","William A. Holohan","47.50"
"5007","Joe Dini","47.33"
"5458","Jean Verdun","47.33"
"5514","Billie G. Kanell","47.33"
"6165","Dudley Meredith","47.33"
"6548","Larry Nolan","47.33"
"135","Suzanne Burrier","47.25"
"808","Charlotte Giesen","47.25"
"1305","Bill Dietrich","47.25"
"1432","Pinky May","47.25"
"1657","Ernie Nordli","47.25"
"1781","Ted Sturgis","47.25"
"2071","Connie Mack Berry","47.25"
"2098","Wanda McKay","47.25"
"2311","Floyd Baker","47.25"
"2608","Cotton Price","47.25"
"2698","Ben Hightower","47.25"
"3459","Henry Pearcy","47.25"
"4328","Joe Jimenez","47.25"
"4566","Bill Ireland","47.25"
"4660","Sebilla Alida Niemans","47.25"
"4744","Felipe Montemayor","47.25"
"5022","Mel Held","47.25"
"5150","Bruce Barmes","47.25"
"292","Carlos Schneeberger","47.00"
"298","Albert Deborgies","47.00"
"500","Bruno Wolke","47.00"
"530","Renato Malavasi","47.00"
"1407","Harry Reeves","47.00"
"2034","Art Balinger","47.00"
"2205","Arthur Ceuleers","47.00"
"2620","Steve Juzwik","47.00"
"4234","Jim T. Lindsey","47.00"
"4651","Bill Sarni","47.00"
"4738","Gene Mayfield","47.00"
"415","Gérard Devos","46.75"
"976","Kurt Stöpel","46.75"
"1044","Musa McKim","46.75"
"1261","Delfina González Valenzuela","46.75"
"1340","James L. Callan","46.75"
"1384","Nick Nichols","46.75"
"1883","Taylor Drysdale","46.75"
"1927","James Jr Nyx","46.75"
"2006","Vern Huffman","46.75"
"2063","John Chisum","46.75"
"2545","Joe D. Montgomery","46.75"
"4245","Jimmy Mankins","46.75"
"4321","Roland Brown","46.75"
"4538","Paul Stuffel","46.75"
"6368","Albert Almanza","46.67"
"169","Red Dunn","46.50"
"473","Gino Scipione","46.50"
"540","Maurice Donneaud","46.50"
"1347","William F. Double","46.50"
"1510","Your Host Raymond","46.50"
"1542","George Chestnut","46.50"
"1554","Elise Reiman","46.50"
"1555","Amos Funk","46.50"
"1967","Dick Schweidler","46.50"
"3437","Raymond L. Knight","46.33"
"4970","Eilaine Roth","46.25"
"34","Noel Lytton","46.25"
"255","Walter Wilson","46.25"
"1227","Jimmy Ripple","46.25"
"1528","Lou Webb","46.25"
"1719","Coy Jr. Watson","46.25"
"2366","Nick Hashu","46.25"
"290","Robert Vintousky","46.00"
"743","Art Shires","46.00"
"1163","Dale Waters","46.00"
"1343","Mike Sebastian","46.00"
"1612","Norman Cottom","46.00"
"1771","Jean-Marie Goasmat","46.00"
"1935","Maxine Grimm","46.00"
"2342","Winston Siegfried","46.00"
"4440","Thyge Thøgersen","46.00"
"5992","Bill Lapham","46.00"
"6034","David Lunceford","46.00"
"6125","Dee Mackey","46.00"
"6789","João Dias","46.00"
"6833","Mike McKeever","46.00"
"6902","John Massis","46.00"
"68","Antoine Brancato","45.75"
"406","Honorine Rondello","45.75"
"1134","William L. Springer","45.67"
"4969","Elaine Roth","45.50"
"183","Henny Ording","45.50"
"190","Charles De Antoni","45.50"
"1321","Ah Jook Ku","45.50"
